Language	Area	Lexifier	First major settlement	End of influence	Conditions of contact	Other languages in contact	Class	Position	Lexifier's Phoneme	Creole's Phoneme	Place Stability	Manner Stability	Example_converted	Reference	Gloss	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Stops	word-medial	k	k	1	1	[seku]	own knowledge (Chiara Truppi)	dry	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Stops	word-initial	g	g	1	1	[gurdu]	own knowledge (Chiara Truppi)	fat	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Stops	word-medial	g	g	1	1	[bariga]	own knowledge (Chiara Truppi)	belly	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	v	b	0	0	[bɛd̠ʒu]	Hagemeijer 2019: 768	old man	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	v	b	0	0	[laba]	own knowledge (Chiara Truppi)	to wash	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	f	f	1	1	[fabur]	Hagemeijer 2019: 769	favor	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	f	f	1	1	[afastadu]	own knowledge (Chiara Truppi)	far away	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	s	s	1	1	[susu]	own knowledge (Chiara Truppi)	dirty	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	s	s	1	1	[pasu]	own knowledge (Chiara Truppi)	bird	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	z	z	1	1	[zɔna]	own knowledge (Chiara Truppi)	zone	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	z	z	1	1	[aza]	own knowledge (Chiara Truppi)	wing	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	t̠ʃ	t̠ʃ	1	1	[t̠ʃera]	own knowledge (Chiara Truppi)	to smell	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	t̠ʃ	t̠ʃ	1	1	[bit̠ʃu]	own knowledge (Chiara Truppi)	animal	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-initial	ʒ	d̠ʒ	1	0	[d̠ʒuntu]	own knowledge (Chiara Truppi)	next to	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Fricatives	word-medial	ʒ	s	0	1	[susu]	own knowledge (Chiara Truppi)	dirty	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Rhotics	word-medial	ɾ	r	1	1	[t̠ʃera]	own knowledge (Chiara Truppi)	to smell	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Rhotics	word-final	ɾ	r	1	1	[mind̠ʒer]	own knowledge (Chiara Truppi)	woman	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Rhotics	word-initial	r	r	1	1	[rabu]	own knowledge (Chiara Truppi)	tail	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Rhotics	word-medial	r	r	1	1	[bariga]	own knowledge (Chiara Truppi)	belly	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Laterals	word-initial	l	l	1	1	[laba]	own knowledge (Chiara Truppi)	to wash	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Laterals	word-medial	l	l	1	1	[kabelu]	own knowledge (Chiara Truppi)	hair	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Laterals	word-final	l	l	1	1	[sɔl]	own knowledge (Chiara Truppi)	sun	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Laterals	word-medial	ʎ	d̠ʒ	1	0	[mind̠ʒer]	own knowledge (Chiara Truppi)	woman	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Nasals	word-initial	m	m	1	1	[mind̠ʒer]	own knowledge (Chiara Truppi)	woman	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Nasals	word-medial	m	m	1	1	[nomi]	own knowledge (Chiara Truppi)	name	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Nasals	word-initial	n	n	1	1	[nomi]	own knowledge (Chiara Truppi)	name	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Nasals	word-medial	n	n	1	1	[pɛna]	own knowledge (Chiara Truppi)	feather	
Guinea-Bissau Kriyol	Upper Guinea	Portuguese	1493	1530	Slavery	Kimbundu	Nasals	word-medial	ɲ	ɲ	1	1	[kusiɲa] : [kusɲa]	own knowledge (Chiara Truppi)	a little	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	p	p	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	p	p	1	1	[tripa]	Baptista 2019: 267	guts	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	b	b	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	b	b	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	t	t	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	t	t	1	1	[mata]	Baptista 2019: 273	to kill	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	d	d	1	1	[dɛbi]	Hagemeijer 2019: 768	to owe	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	d	d	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	k	k	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	k	k	1	1	[sɛku]	Baptista 2019: 268	dry	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	g	g	1	1	[gɔrdu]	Baptista 2019: 267	fat	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	g	g	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	v	b	0	0	[ˈbɛd̠ʒu]	Hagemeijer 2019: 768	old man	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	v	b	0	0	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	f	f	1	1	[fɔgu]	Baptista 2019: 267	fire	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	f	f	1	1	[afasdatu]	Baptista 2019: 772	far away	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	s	s	1	1	[suʃu]	Baptista 2019: 268	dirty	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	s	s	1	1	[pasu]	Baptista 2019: 267	bird	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	z	z	1	1	[zɔna]	Swolkien 2013	zone	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	z	z	1	1	[aza]	Baptista 2019: 277	wing	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	t̠ʃ	t̠ʃ	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	t̠ʃ	t̠ʃ	1	1	[bit̠ʃu]	Baptista 2019: 267	animal	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	ʒ	d̠ʒ	1	0	d̠ʒuntu	Baptista 2019: 274	next to	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	ʒ	ʃ	1	1	[suʃu]	Baptista 2019: 268	dirty	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	ɾ	r	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-final	ɾ	r	1	1	[mud̠ʒɛr]	Baptista 2019: 268	woman	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-initial	r	r	1	1	[rabu]	Baptista 2019: 276	tail	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	r	r	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-initial	l	l	1	1	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	l	l	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-final	l	l	1	1	[sɔl]	Baptista 2019: 276	sun	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	ʎ	d̠ʒ	1	0	[mud̠ʒɛr]	Baptista 2019: 268	woman	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	m	m	1	1	[mud̠ʒɛr]	Baptista 2019: 268	woman	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	m	m	1	1	[nomi]	Baptista 2019: 268	name	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	n	n	1	1	[nomi]	Baptista 2019: 268	name	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	n	n	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Santiago	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	ɲ	ɲ	1	1	[kusiɲa]	Baptista 2019: 268	a little	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	p	p	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	p	p	1	1	[tripa]	Baptista 2019: 267	guts	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	b	b	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	b	b	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	t	t	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	t	t	1	1	[mata]	Baptista 2019: 273	to kill	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	d	d	1	1	[dia]	Baptista 2019: 267	day	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	d	d	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	k	k	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	k	k	1	1	[sɛku]	Baptista 2019: 268	dry	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	g	g	1	1	[gɔrdu]	Baptista 2019: 267	fat	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	g	g	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	v	b	0	0	[bɛd̠ʒu]	Baptista 2019: 278	old	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	v	b	0	0	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	f	f	1	1	[friu]	Baptista 2019: 267	cold	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	f							
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	s	s	1	1	[suʒu]	Baptista 2019: 268	dirty	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	s	s	1	1	[pasu]	Baptista 2019: 267	bird	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	z							
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	z	z	1	1	[aza]	Baptista 2019: 277	wing	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	t̠ʃ	t̠ʃ	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	t̠ʃ	t̠ʃ	1	1	[kat̠ʃɔr]	Baptista 2019: 267	dog	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	ʒ	ʒ	1	1	ʒuntu	Baptista 2019: 274	next to	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	ʒ	ʒ	1	1	[suʒu]	Baptista 2019: 268	dirty	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	ɾ	r	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-final	ɾ	r	1	1	[amd̠ʒɛr]	Baptista 2019: 268	woman	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-initial	r	r	1	1	[rabu]	Baptista 2019: 276	tail	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	r	r	1	1	[bariga]	Baptista 2019: 267	belly	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-initial	l	l	1	1	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	l	l	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-final	l	l	1	1	[sɔl]	Baptista 2019: 276	sun	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	ʎ	d̠ʒ	1	0	[amd̠ʒer]	Baptista 2019: 268	woman	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	m	m	1	1	[amd̠ʒer]	Baptista 2019: 268	woman	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	m	m	1	1	[nɔmi]	Baptista 2019: 268	name	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	n	n	1	1	[nɔmi]	Baptista 2019: 268	name	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	n	n	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Brava	Upper Guinea	Portuguese	1573	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	ɲ	ɲ	1	1	[kuziɲa]	Baptista 2019: 268	a little	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	p	p	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	p	p	1	1	[tripa]	Baptista 2019: 267	guts	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	b	b	1	1	[baRiga]	Baptista 2019: 267	belly	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	b	b	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	t	t	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	t	t	1	1	[mata]	Baptista 2019: 273	to kill	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	d	d	1	1	[dia]	Baptista 2019: 267	day	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	d	d	1	1	[tudu]	Baptista 2019: 267	everything	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	k	k	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	k	k	1	1	[sɛku]	Baptista 2019: 268	dry	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	g	g	1	1	[gɔrdu]	Baptista 2019: 267	fat	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	g	g	1	1	[baRiga]	Baptista 2019: 267	belly	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	v	b	0	0	[bɛd̠ʒu]	Baptista 2019: 278	old	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	v	b	0	0	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	f	f	1	1	[friu]	Baptista 2019: 267	cold	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	f							
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	s	s	1	1	[suʒu]	Baptista 2019: 268	dirty	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	s	s	1	1	[pasu]	Baptista 2019: 267	bird	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	z							
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	z	z	1	1	[aza]	Baptista 2019: 277	wing	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	t̠ʃ	t̠ʃ	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	t̠ʃ	t̠ʃ	1	1	[kat̠ʃɔr]	Baptista 2019: 267	dog	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-initial	ʒ	d̠ʒ	1	0	d̠ʒuntu	Baptista 2019: 274	next to	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Fricatives	word-medial	ʒ	ʒ	1	1	[suʒu]	Baptista 2019: 268	dirty	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	ɾ	r	1	1	[t̠ʃera]	Baptista 2019: 275	to smell	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-final	ɾ	r	1	1	[mier]	Baptista 2019: 268	woman	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-initial	r	r	1	1	[rabu]	Baptista 2019: 276	tail	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Rhotics	word-medial	r	ʀ	0	1	[baRiga]	Baptista 2019: 267	belly	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-initial	l	l	1	1	[laba]	Baptista 2019: 275	to wash	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	l	l	1	1	[kabɛlu]	Baptista 2019: 273	hair	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-final	l	l	1	1	[sɔl]	Baptista 2019: 276	sun	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Laterals	word-medial	ʎ	∅	0	0	[mier]	Baptista 2019: 268	woman	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	m	m	1	1	[mier]	Baptista 2019: 268	woman	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	m	m	1	1	[nɔmi]	Baptista 2019: 268	name	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-initial	n	n	1	1	[nɔmi]	Baptista 2019: 268	name	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	n	n	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Fogo	Upper Guinea	Portuguese	1460	1975	Slavery	Wolof, Temne, Mandinka	Nasals	word-medial	ɲ	ɲ	1	1	[kuziɲa]	Baptista 2019: 268	a little	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	p	p	1	1	[pɛna]	Baptista 2019: 268	feather	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	p	p	1	1	[tripa]	Baptista 2019: 267	guts	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	b	b	1	1	[bɛrig]	Baptista 2019: 267	belly	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	b	b	1	1	[kɛbɛl]	Baptista 2019: 273	hair	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	t	t	1	1	[tud]	Baptista 2019: 267	everything	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	t	t	1	1	[mata]	Baptista 2019: 273	to kill	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	d	d	1	1	[dia]	Baptista 2019: 267	day	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-medial	d	d	1	1	[tud]	Baptista 2019: 267	everything	
Cape Verdean Santo Antão	Upper Guinea	Portuguese	1462	1975	Slavery	Wolof, Temne, Mandinka	Stops	word-initial	k	k	1	1	[kɛbɛl]	Baptista 2019: 273	hair	
