ID,Language,Category,Phoneme,Notes,Source,PhoibleID
5,Cape Verdean Santiago,creole,f,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,v,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,s,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,z,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ʃ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ʒ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,t̠ʃ,Varies with ʃ,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,d̠ʒ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,m,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,n,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ɲ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ŋ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ʎ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,l,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,ɾ,,Rodrigues2007[144],
5,Cape Verdean Santiago,creole,r,,Rodrigues2007[144],
20,Edo,substrate,x,,Chanard2006,704
20,Edo,substrate,ɡ,,Chanard2006,704
20,Edo,substrate,ɽ,,Chanard2006,704
20,Edo,substrate,h,,Chanard2006,704
20,Edo,substrate,z,,Chanard2006,704
20,Edo,substrate,d,,Chanard2006,704
20,Edo,substrate,n,,Chanard2006,704
20,Edo,substrate,ɹ,,Chanard2006,704
20,Edo,substrate,j,,Chanard2006,704
20,Edo,substrate,β,,Chanard2006,704
20,Edo,substrate,t,,Chanard2006,704
20,Edo,substrate,ŋm,,Chanard2006,704
20,Edo,substrate,f,,Chanard2006,704
20,Edo,substrate,s,,Chanard2006,704
20,Edo,substrate,b,,Chanard2006,704
20,Edo,substrate,r,,Chanard2006,704
20,Edo,substrate,m,,Chanard2006,704
20,Edo,substrate,k,,Chanard2006,704
20,Edo,substrate,w,,Chanard2006,704
20,Edo,substrate,kp,,Chanard2006,704
20,Edo,substrate,p,,Chanard2006,704
20,Edo,substrate,ɡb,,Chanard2006,704
20,Edo,substrate,ɣ,,Chanard2006,704
20,Edo,substrate,l,,Chanard2006,704
20,Edo,substrate,v,,Chanard2006,704
21,Kikongo,substrate,p,,Mingas1989[111],
21,Kikongo,substrate,t,,Mingas1989[111],
21,Kikongo,substrate,b,,Mingas1989[111],
21,Kikongo,substrate,d,,Mingas1989[111],
21,Kikongo,substrate,k,,Mingas1989[111],
21,Kikongo,substrate,f,,Mingas1989[111],
21,Kikongo,substrate,v,,Mingas1989[111],
21,Kikongo,substrate,s,,Mingas1989[111],
21,Kikongo,substrate,z,,Mingas1989[111],
21,Kikongo,substrate,ʃ,,Mingas1989[111],
21,Kikongo,substrate,ʒ,,Mingas1989[111],
21,Kikongo,substrate,t̠ʃ,,Mingas1989[111],
21,Kikongo,substrate,mpʰ,,Mingas1989[111],
21,Kikongo,substrate,mb,,Mingas1989[111],
21,Kikongo,substrate,ɱf,,Mingas1989[111],
21,Kikongo,substrate,ɱv,,Mingas1989[111],
21,Kikongo,substrate,ntʰ,,Mingas1989[111],
21,Kikongo,substrate,nd,,Mingas1989[111],
21,Kikongo,substrate,n̠ʒ,,Mingas1989[111],
21,Kikongo,substrate,n̠ʃ,,Mingas1989[111],
21,Kikongo,substrate,ns,,Mingas1989[111],
21,Kikongo,substrate,nz,,Mingas1989[111],
21,Kikongo,substrate,n̠t̠ʃ,,Mingas1989[111],
21,Kikongo,substrate,n̠d̠ʒ,,Mingas1989[111],
21,Kikongo,substrate,ŋkʰ,,Mingas1989[111],
21,Kikongo,substrate,ŋg,,Mingas1989[111],
21,Kikongo,substrate,m,,Mingas1989[111],
21,Kikongo,substrate,n,,Mingas1989[111],
21,Kikongo,substrate,ɲ,,Mingas1989[111],
21,Kikongo,substrate,l,,Mingas1989[111],
21,Kikongo,substrate,j,,Mingas1989[111],
21,Kikongo,substrate,w,,Mingas1989[111],
22,Kimbundu,substrate,p,,Xavier2010[41],
22,Kimbundu,substrate,b,,Xavier2010[41],
22,Kimbundu,substrate,t,,Xavier2010[41],
22,Kimbundu,substrate,k,,Xavier2010[41],
22,Kimbundu,substrate,mb,,Xavier2010[41],
22,Kimbundu,substrate,nd,,Xavier2010[41],
22,Kimbundu,substrate,ɱv,,Xavier2010[41],
22,Kimbundu,substrate,nz,,Xavier2010[41],
22,Kimbundu,substrate,n̠ʒ,,Xavier2010[41],
22,Kimbundu,substrate,m,,Xavier2010[41],
22,Kimbundu,substrate,n,,Xavier2010[41],
22,Kimbundu,substrate,ŋ,,Xavier2010[41],
22,Kimbundu,substrate,l,,Xavier2010[41],
22,Kimbundu,substrate,f,,Xavier2010[41],
22,Kimbundu,substrate,v,,Xavier2010[41],
22,Kimbundu,substrate,s,,Xavier2010[41],
22,Kimbundu,substrate,z,,Xavier2010[41],
22,Kimbundu,substrate,ʃ,,Xavier2010[41],
22,Kimbundu,substrate,ʒ,,Xavier2010[41],
22,Kimbundu,substrate,h,,Xavier2010[41],
23,Wolof,substrate,m,,Sauvageot1965,138
23,Wolof,substrate,k,,Sauvageot1965,138
23,Wolof,substrate,j,,Sauvageot1965,138
23,Wolof,substrate,p,,Sauvageot1965,138
23,Wolof,substrate,w,,Sauvageot1965,138
23,Wolof,substrate,n,,Sauvageot1965,138
23,Wolof,substrate,t,,Sauvageot1965,138
23,Wolof,substrate,l,,Sauvageot1965,138
23,Wolof,substrate,s,,Sauvageot1965,138
23,Wolof,substrate,b,,Sauvageot1965,138
23,Wolof,substrate,ŋ,,Sauvageot1965,138
23,Wolof,substrate,ɡ,,Sauvageot1965,138
23,Wolof,substrate,d,,Sauvageot1965,138
23,Wolof,substrate,f,,Sauvageot1965,138
23,Wolof,substrate,ɲ,,Sauvageot1965,138
23,Wolof,substrate,ʔ,,Sauvageot1965,138
23,Wolof,substrate,ɾ,,Sauvageot1965,138
23,Wolof,substrate,c,,Sauvageot1965,138
23,Wolof,substrate,ɟ,,Sauvageot1965,138
23,Wolof,substrate,χ,,Sauvageot1965,138
23,Wolof,substrate,mː,,Sauvageot1965,138
23,Wolof,substrate,nː,,Sauvageot1965,138
23,Wolof,substrate,lː,,Sauvageot1965,138
23,Wolof,substrate,bː,,Sauvageot1965,138
23,Wolof,substrate,ɟː,,Sauvageot1965,138
23,Wolof,substrate,qχ,,Sauvageot1965,138
24,Temne,substrate,m,,KanuTucker2010,2213
24,Temne,substrate,k,,KanuTucker2010,2213
24,Temne,substrate,j,,KanuTucker2010,2213
24,Temne,substrate,p,,KanuTucker2010,2213
24,Temne,substrate,w,,KanuTucker2010,2213
24,Temne,substrate,n,,KanuTucker2010,2213
24,Temne,substrate,t,,KanuTucker2010,2213
24,Temne,substrate,l,,KanuTucker2010,2213
24,Temne,substrate,s,,KanuTucker2010,2213
24,Temne,substrate,b,,KanuTucker2010,2213
24,Temne,substrate,ŋ,,KanuTucker2010,2213
24,Temne,substrate,h,,KanuTucker2010,2213
24,Temne,substrate,d,,KanuTucker2010,2213
24,Temne,substrate,r,,KanuTucker2010,2213
24,Temne,substrate,f,,KanuTucker2010,2213
24,Temne,substrate,t̠ʃ,,KanuTucker2010,2213
24,Temne,substrate,ʃ,,KanuTucker2010,2213
24,Temne,substrate,t̪,,KanuTucker2010,2213
24,Temne,substrate,ɡb,,KanuTucker2010,2213
25,Mandinka,substrate,m,,Drame1981,1126
25,Mandinka,substrate,k,,Drame1981,1126
25,Mandinka,substrate,j,,Drame1981,1126
25,Mandinka,substrate,p,,Drame1981,1126
25,Mandinka,substrate,w,,Drame1981,1126
25,Mandinka,substrate,n,,Drame1981,1126
25,Mandinka,substrate,t,,Drame1981,1126
25,Mandinka,substrate,l,,Drame1981,1126
25,Mandinka,substrate,s,,Drame1981,1126
25,Mandinka,substrate,b,,Drame1981,1126
25,Mandinka,substrate,ŋ,,Drame1981,1126
25,Mandinka,substrate,ɡ,,Drame1981,1126
25,Mandinka,substrate,h,,Drame1981,1126
25,Mandinka,substrate,d,,Drame1981,1126
25,Mandinka,substrate,r,,Drame1981,1126
25,Mandinka,substrate,f,,Drame1981,1126
25,Mandinka,substrate,ɲ,,Drame1981,1126
25,Mandinka,substrate,t̠ʃ,,Drame1981,1126
25,Mandinka,substrate,d̠ʒ,,Drame1981,1126
