Language,Area,Lexifier,FirstMajorSettlement,EndOfInfluence,ContactConditions,LanguageContact,Class,Position,LexifierPhoneme,CreolePhoneme,PlaceStability,MannerStability,Word,Gloss,Source
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,f,f,1,1,[fɔʃtɔd],far away,Baptista2019[772]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,s,ʃ,0,1,[ʃuʒ],dirty,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,s,s,1,1,[pɔs],bird,Baptista2019[267]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,z,z,1,1,[aza],wing,Baptista2019[277]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃerɛ],to smell,Baptista2019[275]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃ],animal,Baptista2019[267]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,ʒ,ʒ,1,1,ʒunt,next to,Baptista2019[274]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,ʒ,ʒ,1,1,[ʃuʒ],dirty,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,ɾ,r,1,1,[t̠ʃerɛ],to smell,Baptista2019[275]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-final,ɾ,∅,0,0,[mud̠ʒe],woman,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-initial,r,r,1,1,[rɔb],tail,Baptista2019[276]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,r,r,1,1,[bɛrig],belly,Baptista2019[267]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-initial,l,l,1,1,[lava],to wash,Baptista2019[275]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,l,l,1,1,[kɛbɛl],hair,Baptista2019[273]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-final,l,l,1,1,[sɔl],sun,Baptista2019[276]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,ʎ,d̠ʒ,1,0,[mud̠ʒe],woman,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,m,m,1,1,[mud̠ʒe],woman,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,m,m,1,1,[nom],name,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,n,n,1,1,[nom],name,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,n,n,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Santo Antão,Upper Guinea,Portuguese,1462,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,ɲ,ɲ,1,1,[kziɲa],a little,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,p,p,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,p,p,1,1,[tripa],guts,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,b,b,1,1,[bɛriga],belly,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,b,b,1,1,[kabɛl],hair,Baptista2019[273]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,t,t,1,1,[tud],everything,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,t,t,1,1,[mata],to kill,Baptista2019[273]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,d,d,1,1,[dia],day,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,d,d,1,1,[tud],everything,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,k,k,1,1,[kabɛl],hair,Baptista2019[273]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,k,k,1,1,[sɛk],dry,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,g,g,1,1,[grandɛ],fat,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,g,g,1,1,[bɛriga],belly,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,v,b,0,0,[bɛd̠ʒ],old,Baptista2019[278]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,v,v,1,1,[lava],to wash,Baptista2019[275]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,f,f,1,1,[friu],cold,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,f,NA,NA,NA,NA,NA,NA
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,s,s,1,1,[suʒ],dirty,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,s,s,1,1,[pɔs],bird,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,z,z,1,1,[aza],wing,Baptista2019[277]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃerɛ],to smell,Baptista2019[275]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃ],animal,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,ʒ,d̠ʒ,1,0,d̠ʒunt,next to,Baptista2019[274]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,ʒ,ʒ,1,1,[suʒ],dirty,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,ɾ,r,1,1,[t̠ʃerɛ],to smell,Baptista2019[275]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-final,ɾ,∅,0,0,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-initial,r,r,1,1,[rɔb],tail,Baptista2019[276]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,r,r,1,1,[bɛriga],belly,Baptista2019[267]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-initial,l,l,1,1,[lava],to wash,Baptista2019[275]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,l,l,1,1,[kabɛl],hair,Baptista2019[273]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-final,l,l,1,1,[sɔl],sun,Baptista2019[276]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,ʎ,d̠ʒ,1,0,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,m,m,1,1,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,m,m,1,1,[nom],name,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,n,n,1,1,[nom],name,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,n,n,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean São Vicente,Upper Guinea,Portuguese,1838,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,ɲ,ɲ,1,1,[kziɲa],a little,Baptista2019[268]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,p,p,1,1,[pɛn],feather,Clements2012[39]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,p,p,1,1,[trip],guts,Clements2012[40]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,b,bʰ,1,0,[bʰarig],belly,Clements2012[37]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,b,b,1,1,[kabel],hair,Clements2012[40]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,t,t,1,1,[tud],everything,Clements2012[37]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,t,t,1,1,[mata],to kill,Clements2012[41]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,d,d,1,1,[di],day,Clements2012[38]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,d,d,1,1,[tud],everything,Clements2012[37]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,k,k,1,1,[kabel],hair,Clements2012[40]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,k,k,1,1,[sek],dry,Clements2012[38]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-initial,g,g,1,1,[gros],fat,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Stops,word-medial,g,g,1,1,[bʰarig],belly,Clements2012[37]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,v,ʋ,1,0,[ʋɛl],old,Clements2012[42]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,v,ʋ,1,0,[laʋa],to wash,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,f,f,1,1,[fog],fire,Clements2012[39]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,f,NA,NA,NA,NA,NA,NA
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,s,s,1,1,[sudz],dirty,Clements2012[38]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,s,s,1,1,[gros],thick,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,z,dz,1,0,[adz],wing,Clements2012[46]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃer ʋi],to smell,Clements2012[44]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃ],animal,Clements2012[46]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-initial,ʒ,NA,NA,NA,NA,NA,NA
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Fricatives,word-medial,ʒ,dz,0,0,[sudz],dirty,Clements2012[38]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Rhotics,word-medial,ɾ,r,1,1,[t̠ʃer ʋi],to smell,Clements2012[44]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Rhotics,word-final,ɾ,r,1,1,[mulɛr],woman,Clements2012[46]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Rhotics,word-initial,r,rʰ,1,0,[rʰab],tail,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Rhotics,word-medial,r,r,1,1,[bʰarig],belly,Clements2012[37]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Laterals,word-initial,l,l,1,1,[laʋa],to wash,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Laterals,word-medial,l,l,1,1,[kabel],hair,Clements2012[40]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Laterals,word-final,l,l,1,1,[sɔl],sun,Clements2012[45]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Laterals,word-medial,ʎ,l,0,1,[mulɛr],woman,Clements2012[46]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Nasals,word-initial,m,m,1,1,[mulɛr],woman,Clements2012[46]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Nasals,word-medial,m,m,1,1,[nom],name,Clements2012[41]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Nasals,word-initial,n,n,1,1,[nom],name,Clements2012[42]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Nasals,word-medial,n,n,1,1,[pɛn],feather,Clements2012[39]
Korlai,Nortern India,Portuguese,1520,1640,Commerce,Marathi,Nasals,word-medial,ɲ,∅,0,0,[kami],road,Clements2012[43]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,p,p,1,1,[pɛn],feather,Clements2012[39]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,p,p,1,1,[trip],guts,Clements2012[40]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,b,b,1,1,[barig],belly,Clements2012[37]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,b,b,1,1,[kabil],hair,Clements2012[40]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,t,t,1,1,[tud],everything,Clements2012[37]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,t,t,1,1,[mata],to kill,Clements2012[41]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,d,d,1,1,[di],day,Clements2012[38]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,d,d,1,1,[tud],everything,Clements2012[37]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,k,k,1,1,[kabil],hair,Clements2012[40]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,k,k,1,1,[sek],dry,Clements2012[38]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,g,g,1,1,[gros],fat,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,g,g,1,1,[barig],belly,Clements2012[37]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,v,ʋ,1,0,[ʋɛʎ],old,Clements2012[42]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,v,ʋ,1,0,[laʋa],to wash,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,f,f,1,1,[fog],fire,Clements2012[39]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,f,NA,NA,NA,NA,NA,NA
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,s,s,1,1,[sudz],dirty,Clements2012[38]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,s,s,1,1,[gros],thick,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,z,z,1,1,[az],wing,Clements2012[46]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃer],to smell,Clements2012[44]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃ],animal,Clements2012[46]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,ʒ,dz,0,0,[d̠ʒel],ice,Clements2012[40]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,ʒ,dz,0,0,[sudz],dirty,Clements2012[38]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-medial,ɾ,r,1,1,[t̠ʃer],to smell,Clements2012[44]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-final,ɾ,r,1,1,[muʎer],woman,Clements2012[46]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-initial,r,ʀ,0,1,[ʀab],tail,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-medial,r,r,1,1,[barig],belly,Clements2012[37]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-initial,l,l,1,1,[laʋa],to wash,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-medial,l,l,1,1,[kabil],hair,Clements2012[40]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-final,l,l,1,1,[sɔl],sun,Clements2012[45]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-medial,ʎ,ʎ,1,1,[muʎer],woman,Clements2012[46]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-initial,m,m,1,1,[muʎer],woman,Clements2012[46]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,m,m,1,1,[nom],name,Clements2012[41]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-initial,n,n,1,1,[nom],name,Clements2012[42]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,n,n,1,1,[pɛn],feather,Clements2012[39]
Daman,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,ɲ,ɲ,1,1,[kamiɲ],road,Clements2012[43]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,p,p,1,1,[pɛn],feather,Clements2012[39]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,p,p,1,1,[trip],guts,Clements2012[40]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,b,b,1,1,[barig],belly,Clements2012[37]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,b,b,1,1,[kabel],hair,Clements2012[40]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,t,t,1,1,[tud],everything,Clements2012[37]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,t,t,1,1,[mata],to kill,Clements2012[41]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,d,d,1,1,[di],day,Clements2012[38]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,d,d,1,1,[tud],everything,Clements2012[37]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,k,k,1,1,[kabel],hair,Clements2012[40]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,k,k,1,1,[sek],dry,Clements2012[38]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-initial,g,g,1,1,[gros],fat,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Stops,word-medial,g,g,1,1,[barig],belly,Clements2012[37]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,v,ʋ,1,0,[ʋɛj],old,Clements2012[42]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,v,ʋ,1,0,[laʋa],to wash,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,f,f,1,1,[fog],fire,Clements2012[39]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,f,NA,NA,NA,NA,NA,NA
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,s,s,1,1,[sudz],dirty,Clements2012[38]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,s,s,1,1,[gros],thick,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,z,z,1,1,[az],wing,Clements2012[46]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃer],to smell,Clements2012[44]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃ],animal,Clements2012[46]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-initial,ʒ,dz,0,0,[dzel],ice,Clements2012[40]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Fricatives,word-medial,ʒ,dz,0,0,[sudz],dirty,Clements2012[38]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-medial,ɾ,r,1,1,[t̠ʃer],to smell,Clements2012[44]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-final,ɾ,r,1,1,[mujɛr],woman,Clements2012[46]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-initial,r,r,1,1,[rab],tail,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Rhotics,word-medial,r,r,1,1,[barig],belly,Clements2012[37]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-initial,l,l,1,1,[laʋa],to wash,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-medial,l,l,1,1,[kabel],hair,Clements2012[40]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-final,l,l,1,1,[sɔl],sun,Clements2012[45]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Laterals,word-medial,ʎ,j,1,0,[mujɛr],woman,Clements2012[46]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-initial,m,m,1,1,[mujɛr],woman,Clements2012[46]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,m,m,1,1,[nom],name,Clements2012[41]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-initial,n,n,1,1,[nom],name,Clements2012[42]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,n,n,1,1,[pɛn],feather,Clements2012[39]
Diu,Nortern India,Portuguese,1540,1740,Commerce,Gujarati,Nasals,word-medial,ɲ,ŋ,0,1,[kamiŋ],road,Clements2012[43]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-initial,p,p,1,1,[pɛːna],feather,Clements2012[39]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-medial,p,p,1,1,[triːpa],guts,Clements2012[40]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-initial,b,b,1,1,[bariːja],belly,Clements2012[37]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-medial,b,b,1,1,[kabeːl],hair,Clements2012[40]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-initial,t,t,1,1,[tuːdu],everything,Clements2012[37]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-medial,t,t,1,1,[mataː],to kill,Clements2012[41]
Sri Lanka,Southern India,Portuguese,1505,1658,Commerce,"Sinhala, Tamil",Stops,word-initial,d,d,1,1,[diːja],day,Clements2012[38]
